id,from_essence_type,from_id,to_essence_type,sum_of_money,comment,to_id
1443,f,443,t,"$4,354.94",its donate from user with id = 443,99
1444,f,444,t,"$6,683.14",its donate from user with id = 444,819
1445,f,445,t,"$4,040.20",its donate from user with id = 445,985
1446,f,446,t,"$2,292.55",its donate from user with id = 446,854
1447,f,447,t,"$4,541.03",its donate from user with id = 447,8
1448,f,448,t,"$5,010.35",its donate from user with id = 448,869
1449,f,449,t,"$8,630.76",its donate from user with id = 449,797
1450,f,450,t,"$7,421.24",its donate from user with id = 450,452
1451,f,451,t,"$5,696.26",its donate from user with id = 451,531
1452,f,452,t,"$7,311.33",its donate from user with id = 452,806
1453,f,453,t,"$3,710.04",its donate from user with id = 453,225
1454,f,454,t,"$1,840.14",its donate from user with id = 454,504
1455,f,455,t,$62.19,its donate from user with id = 455,968
1456,f,456,t,$691.41,its donate from user with id = 456,216
1457,f,457,t,"$8,753.04",its donate from user with id = 457,648
1458,f,458,t,"$5,341.91",its donate from user with id = 458,989
1459,f,459,t,"$6,370.49",its donate from user with id = 459,975
1460,f,460,t,"$4,351.66",its donate from user with id = 460,507
1461,f,461,t,"$1,423.04",its donate from user with id = 461,7
1462,f,462,t,"$4,770.39",its donate from user with id = 462,949
1463,f,463,t,"$9,888.96",its donate from user with id = 463,529
1464,f,464,t,"$2,318.15",its donate from user with id = 464,176
1465,f,465,t,"$4,936.87",its donate from user with id = 465,605
1466,f,466,t,"$3,449.07",its donate from user with id = 466,119
1467,f,467,t,$969.98,its donate from user with id = 467,331
1468,f,468,t,$402.42,its donate from user with id = 468,378
1469,f,469,t,"$5,632.49",its donate from user with id = 469,271
1470,f,470,t,"$1,661.55",its donate from user with id = 470,772
1471,f,471,t,"$4,523.92",its donate from user with id = 471,316
1472,f,472,t,"$6,657.83",its donate from user with id = 472,651
1473,f,473,t,"$1,887.64",its donate from user with id = 473,360
1474,f,474,t,"$4,637.79",its donate from user with id = 474,443
1475,f,475,t,"$9,583.43",its donate from user with id = 475,156
1476,f,476,t,"$4,858.47",its donate from user with id = 476,301
1477,f,477,t,"$2,109.90",its donate from user with id = 477,544
1478,f,478,t,"$7,390.19",its donate from user with id = 478,488
1479,f,479,t,"$7,831.52",its donate from user with id = 479,863
1480,f,480,t,$202.39,its donate from user with id = 480,188
1481,f,481,t,"$3,420.32",its donate from user with id = 481,928
1482,f,482,t,"$3,391.06",its donate from user with id = 482,661
1483,f,483,t,"$1,513.43",its donate from user with id = 483,109
1484,f,484,t,"$4,885.15",its donate from user with id = 484,859
1485,f,485,t,"$5,148.90",its donate from user with id = 485,765
1486,f,486,t,"$4,786.44",its donate from user with id = 486,54
1487,f,487,t,"$9,590.30",its donate from user with id = 487,248
1488,f,488,t,"$1,725.37",its donate from user with id = 488,478
1489,f,489,t,"$5,069.33",its donate from user with id = 489,87
1490,f,490,t,$770.17,its donate from user with id = 490,55
1491,f,491,t,"$9,464.98",its donate from user with id = 491,91
1492,f,492,t,"$1,541.24",its donate from user with id = 492,510
1493,f,493,t,"$8,477.51",its donate from user with id = 493,533
1494,f,494,t,"$2,985.75",its donate from user with id = 494,888
1495,f,495,t,"$2,691.73",its donate from user with id = 495,4
1496,f,496,t,"$5,187.09",its donate from user with id = 496,962
1497,f,497,t,"$1,662.34",its donate from user with id = 497,672
1498,f,498,t,"$8,493.29",its donate from user with id = 498,896
1499,f,499,t,"$6,146.84",its donate from user with id = 499,988
1500,f,500,t,"$1,840.97",its donate from user with id = 500,324
1501,f,501,t,"$7,876.98",its donate from user with id = 501,346
1502,f,502,t,"$3,413.73",its donate from user with id = 502,428
1503,f,503,t,"$8,863.65",its donate from user with id = 503,829
1504,f,504,t,"$3,903.49",its donate from user with id = 504,155
1505,f,505,t,"$2,325.97",its donate from user with id = 505,837
1506,f,506,t,"$4,432.11",its donate from user with id = 506,986
1507,f,507,t,"$2,761.26",its donate from user with id = 507,140
1508,f,508,t,"$2,429.95",its donate from user with id = 508,1
1509,f,509,t,"$8,249.12",its donate from user with id = 509,149
1510,f,510,t,"$6,552.06",its donate from user with id = 510,541
1511,f,511,t,"$5,060.59",its donate from user with id = 511,934
1512,f,512,t,"$9,005.38",its donate from user with id = 512,302
1513,f,513,t,"$7,570.35",its donate from user with id = 513,536
1514,f,514,t,"$5,763.42",its donate from user with id = 514,731
1515,f,515,t,$629.08,its donate from user with id = 515,874
1516,f,516,t,"$4,508.68",its donate from user with id = 516,777
1517,f,517,t,"$4,528.33",its donate from user with id = 517,983
1518,f,518,t,"$2,590.99",its donate from user with id = 518,932
1519,f,519,t,"$1,159.64",its donate from user with id = 519,410
1520,f,520,t,"$4,032.72",its donate from user with id = 520,429
1521,f,521,t,"$8,290.89",its donate from user with id = 521,439
1522,f,522,t,"$4,952.05",its donate from user with id = 522,878
1523,f,523,t,"$3,505.58",its donate from user with id = 523,530
1524,f,524,t,"$8,020.54",its donate from user with id = 524,744
1525,f,525,t,"$4,838.82",its donate from user with id = 525,826
1526,f,526,t,"$9,937.72",its donate from user with id = 526,293
1527,f,527,t,"$8,532.73",its donate from user with id = 527,737
1528,f,528,t,"$2,557.05",its donate from user with id = 528,950
1529,f,529,t,"$5,172.44",its donate from user with id = 529,889
1530,f,530,t,"$4,584.93",its donate from user with id = 530,620
1531,f,531,t,"$6,277.36",its donate from user with id = 531,691
1532,f,532,t,"$5,763.13",its donate from user with id = 532,113
1533,f,533,t,"$1,312.40",its donate from user with id = 533,73
1534,f,534,t,"$7,289.37",its donate from user with id = 534,614
1535,f,535,t,"$6,741.11",its donate from user with id = 535,501
1536,f,536,t,$290.48,its donate from user with id = 536,438
1537,f,537,t,"$6,274.28",its donate from user with id = 537,6
1538,f,538,t,"$1,276.38",its donate from user with id = 538,900
1539,f,539,t,"$6,664.26",its donate from user with id = 539,442
1540,f,540,t,"$8,972.40",its donate from user with id = 540,848
1541,f,541,t,"$6,015.20",its donate from user with id = 541,668
1542,f,542,t,"$9,508.67",its donate from user with id = 542,289
1543,f,543,t,"$1,267.97",its donate from user with id = 543,486
1544,f,544,t,"$2,846.47",its donate from user with id = 544,568
1545,f,545,t,"$7,143.99",its donate from user with id = 545,818
1546,f,546,t,"$6,299.68",its donate from user with id = 546,849
1547,f,547,t,"$5,617.61",its donate from user with id = 547,998
1548,f,548,t,"$3,411.46",its donate from user with id = 548,939
1549,f,549,t,"$1,373.43",its donate from user with id = 549,35
1550,f,550,t,"$2,493.15",its donate from user with id = 550,877
1551,f,551,t,"$2,096.49",its donate from user with id = 551,425
1552,f,552,t,"$7,651.91",its donate from user with id = 552,659
1553,f,553,t,"$3,694.98",its donate from user with id = 553,200
1554,f,554,t,"$3,685.19",its donate from user with id = 554,771
1555,f,555,t,"$3,128.46",its donate from user with id = 555,850
1556,f,556,t,$431.99,its donate from user with id = 556,631
1557,f,557,t,"$4,539.47",its donate from user with id = 557,880
1558,f,558,t,"$2,684.86",its donate from user with id = 558,158
1559,f,559,t,"$1,411.27",its donate from user with id = 559,741
1560,f,560,t,"$1,719.56",its donate from user with id = 560,416
1561,f,561,t,"$7,242.71",its donate from user with id = 561,184
1562,f,562,t,"$7,491.36",its donate from user with id = 562,812
1563,f,563,t,"$8,348.88",its donate from user with id = 563,853
1564,f,564,t,"$2,476.56",its donate from user with id = 564,702
1565,f,565,t,"$3,469.04",its donate from user with id = 565,712
1566,f,566,t,"$6,853.47",its donate from user with id = 566,479
1567,f,567,t,"$5,956.92",its donate from user with id = 567,685
1568,f,568,t,"$2,475.53",its donate from user with id = 568,264
1569,f,569,t,"$1,677.74",its donate from user with id = 569,440
1570,f,570,t,"$9,389.40",its donate from user with id = 570,418
1571,f,571,t,"$3,895.02",its donate from user with id = 571,738
1572,f,572,t,"$1,593.51",its donate from user with id = 572,38
1573,f,573,t,"$5,106.84",its donate from user with id = 573,515
1574,f,574,t,"$3,605.12",its donate from user with id = 574,704
1575,f,575,t,"$5,996.94",its donate from user with id = 575,183
1576,f,576,t,"$5,292.81",its donate from user with id = 576,436
1577,f,577,t,"$6,776.52",its donate from user with id = 577,821
1578,f,578,t,"$9,441.08",its donate from user with id = 578,68
1579,f,579,t,"$1,660.26",its donate from user with id = 579,838
1580,f,580,t,"$5,036.19",its donate from user with id = 580,583
1581,f,581,t,"$9,063.68",its donate from user with id = 581,182
1582,f,582,t,"$4,503.88",its donate from user with id = 582,571
1583,f,583,t,"$7,032.60",its donate from user with id = 583,763
1584,f,584,t,"$5,805.86",its donate from user with id = 584,895
1585,f,585,t,"$8,244.04",its donate from user with id = 585,252
1586,f,586,t,"$9,822.68",its donate from user with id = 586,733
1587,f,587,t,$990.50,its donate from user with id = 587,424
1588,f,588,t,"$8,080.10",its donate from user with id = 588,115
1589,f,589,t,"$2,880.58",its donate from user with id = 589,290
1590,f,590,t,"$2,835.99",its donate from user with id = 590,689
1591,f,591,t,"$1,169.37",its donate from user with id = 591,268
1592,f,592,t,$239.91,its donate from user with id = 592,846
1593,f,593,t,"$9,685.25",its donate from user with id = 593,359
1594,f,594,t,"$4,084.20",its donate from user with id = 594,693
1595,f,595,t,"$7,359.30",its donate from user with id = 595,435
1596,f,596,t,"$7,861.96",its donate from user with id = 596,323
1597,f,597,t,"$2,809.88",its donate from user with id = 597,291
1598,f,598,t,"$7,415.33",its donate from user with id = 598,657
1599,f,599,t,"$7,832.75",its donate from user with id = 599,766
1600,f,600,t,"$9,432.15",its donate from user with id = 600,956
1601,f,601,t,"$6,839.75",its donate from user with id = 601,17
1602,f,602,t,"$4,516.12",its donate from user with id = 602,682
1603,f,603,t,"$5,957.46",its donate from user with id = 603,745
1604,f,604,t,"$4,816.73",its donate from user with id = 604,477
1605,f,605,t,"$1,732.23",its donate from user with id = 605,537
1606,f,606,t,"$1,028.05",its donate from user with id = 606,348
1607,f,607,t,"$4,280.74",its donate from user with id = 607,180
1608,f,608,t,"$4,647.07",its donate from user with id = 608,622
1609,f,609,t,$41.59,its donate from user with id = 609,127
1610,f,610,t,"$5,695.75",its donate from user with id = 610,65
1611,f,611,t,"$5,435.26",its donate from user with id = 611,783
1612,f,612,t,"$1,859.06",its donate from user with id = 612,748
1613,f,613,t,"$1,548.42",its donate from user with id = 613,929
1614,f,614,t,"$9,485.82",its donate from user with id = 614,212
1615,f,615,t,"$9,811.26",its donate from user with id = 615,674
1616,f,616,t,"$2,257.86",its donate from user with id = 616,437
1617,f,617,t,"$2,785.42",its donate from user with id = 617,383
1618,f,618,t,"$8,390.03",its donate from user with id = 618,612
1619,f,619,t,"$4,249.02",its donate from user with id = 619,540
1620,f,620,t,$17.34,its donate from user with id = 620,449
1621,f,621,t,"$5,475.94",its donate from user with id = 621,967
1622,f,622,t,"$1,972.27",its donate from user with id = 622,499
1623,f,623,t,"$2,221.39",its donate from user with id = 623,57
1624,f,624,t,"$5,321.03",its donate from user with id = 624,508
1625,f,625,t,"$6,556.45",its donate from user with id = 625,822
1626,f,626,t,$878.38,its donate from user with id = 626,114
1627,f,627,t,"$2,153.00",its donate from user with id = 627,72
1628,f,628,t,"$4,237.98",its donate from user with id = 628,716
1629,f,629,t,"$2,005.46",its donate from user with id = 629,75
1630,f,630,t,"$8,027.48",its donate from user with id = 630,327
1631,f,631,t,"$3,152.29",its donate from user with id = 631,18
1632,f,632,t,"$3,164.96",its donate from user with id = 632,525
1633,f,633,t,"$3,510.94",its donate from user with id = 633,678
1634,f,634,t,"$9,248.57",its donate from user with id = 634,377
1635,f,635,t,"$1,344.20",its donate from user with id = 635,337
1636,f,636,t,"$8,107.16",its donate from user with id = 636,266
1637,f,637,t,"$8,203.45",its donate from user with id = 637,308
1638,f,638,t,"$9,461.59",its donate from user with id = 638,601
1639,f,639,t,"$7,533.95",its donate from user with id = 639,102
1640,f,640,t,"$7,428.48",its donate from user with id = 640,280
1641,f,641,t,"$6,543.02",its donate from user with id = 641,526
1642,f,642,t,"$3,768.55",its donate from user with id = 642,817
1643,f,643,t,"$7,568.55",its donate from user with id = 643,633
1644,f,644,t,"$9,915.78",its donate from user with id = 644,559
1645,f,645,t,"$3,440.78",its donate from user with id = 645,305
1646,f,646,t,"$3,680.00",its donate from user with id = 646,263
1647,f,647,t,$74.78,its donate from user with id = 647,914
1648,f,648,t,"$6,127.16",its donate from user with id = 648,697
1649,f,649,t,"$8,365.43",its donate from user with id = 649,695
1650,f,650,t,$411.66,its donate from user with id = 650,350
1651,f,651,t,"$6,077.56",its donate from user with id = 651,613
1652,f,652,t,"$5,291.55",its donate from user with id = 652,285
1653,f,653,t,"$2,474.70",its donate from user with id = 653,311
1654,f,654,t,$640.35,its donate from user with id = 654,615
1655,f,655,t,"$7,680.39",its donate from user with id = 655,344
1656,f,656,t,"$6,589.67",its donate from user with id = 656,269
1657,f,657,t,"$3,048.23",its donate from user with id = 657,233
1658,f,658,t,"$7,602.93",its donate from user with id = 658,607
1659,f,659,t,"$9,220.24",its donate from user with id = 659,834
1660,f,660,t,"$8,493.83",its donate from user with id = 660,76
1661,f,661,t,"$1,845.62",its donate from user with id = 661,652
1662,f,662,t,$669.80,its donate from user with id = 662,935
1663,f,663,t,"$6,634.95",its donate from user with id = 663,644
1664,f,664,t,$329.37,its donate from user with id = 664,401
1665,f,665,t,"$9,837.61",its donate from user with id = 665,599
1666,f,666,t,"$6,978.91",its donate from user with id = 666,851
1667,f,667,t,$904.89,its donate from user with id = 667,165
1668,f,668,t,"$5,320.94",its donate from user with id = 668,50
1669,f,669,t,"$6,441.86",its donate from user with id = 669,93
1670,f,670,t,"$5,648.19",its donate from user with id = 670,207
1671,f,671,t,"$4,697.00",its donate from user with id = 671,800
1672,f,672,t,"$9,144.87",its donate from user with id = 672,9
1673,f,673,t,$926.43,its donate from user with id = 673,241
1674,f,674,t,"$2,289.52",its donate from user with id = 674,643
1675,f,675,t,"$7,761.83",its donate from user with id = 675,592
1676,f,676,t,$882.02,its donate from user with id = 676,97
1677,f,677,t,"$9,168.51",its donate from user with id = 677,292
1678,f,678,t,"$3,368.48",its donate from user with id = 678,170
1679,f,679,t,"$7,016.19",its donate from user with id = 679,10
1680,f,680,t,"$9,821.02",its donate from user with id = 680,105
1681,f,681,t,"$7,456.69",its donate from user with id = 681,476
1682,f,682,t,$164.55,its donate from user with id = 682,679
1683,f,683,t,"$9,352.00",its donate from user with id = 683,913
1684,f,684,t,"$7,789.98",its donate from user with id = 684,89
1685,f,685,t,"$6,612.34",its donate from user with id = 685,450
1686,f,686,t,"$3,160.08",its donate from user with id = 686,220
1687,f,687,t,"$7,743.31",its donate from user with id = 687,527
1688,f,688,t,"$2,883.22",its donate from user with id = 688,767
1689,f,689,t,"$3,271.96",its donate from user with id = 689,502
1690,f,690,t,"$2,230.34",its donate from user with id = 690,491
1691,f,691,t,"$9,834.00",its donate from user with id = 691,47
1692,f,692,t,"$7,346.01",its donate from user with id = 692,391
1693,f,693,t,"$7,571.19",its donate from user with id = 693,498
1694,f,694,t,"$3,735.02",its donate from user with id = 694,139
1695,f,695,t,"$5,507.70",its donate from user with id = 695,103
1696,f,696,t,"$7,443.37",its donate from user with id = 696,553
1697,f,697,t,"$4,460.52",its donate from user with id = 697,815
1698,f,698,t,$850.01,its donate from user with id = 698,493
1699,f,699,t,$315.76,its donate from user with id = 699,201
1700,f,700,t,"$3,262.31",its donate from user with id = 700,518
1701,f,701,t,"$3,047.26",its donate from user with id = 701,790
1702,f,702,t,$192.91,its donate from user with id = 702,213
1703,f,703,t,"$6,662.26",its donate from user with id = 703,897
1704,f,704,t,"$9,601.92",its donate from user with id = 704,221
1705,f,705,t,"$4,867.79",its donate from user with id = 705,681
1706,f,706,t,"$8,216.32",its donate from user with id = 706,29
1707,f,707,t,"$5,498.63",its donate from user with id = 707,322
1708,f,708,t,"$5,000.35",its donate from user with id = 708,524
1709,f,709,t,"$1,817.56",its donate from user with id = 709,432
1710,f,710,t,"$9,889.94",its donate from user with id = 710,687
1711,f,711,t,"$4,558.30",its donate from user with id = 711,713
1712,f,712,t,"$2,865.19",its donate from user with id = 712,513
1713,f,713,t,"$7,704.93",its donate from user with id = 713,669
1714,f,714,t,"$7,162.64",its donate from user with id = 714,163
1715,f,715,t,"$8,897.24",its donate from user with id = 715,389
1716,f,716,t,"$2,182.90",its donate from user with id = 716,230
1717,f,717,t,"$1,507.35",its donate from user with id = 717,845
1718,f,718,t,"$6,627.65",its donate from user with id = 718,135
1719,f,719,t,"$6,963.33",its donate from user with id = 719,154
1720,f,720,t,"$5,226.54",its donate from user with id = 720,107
1721,f,721,t,"$8,330.41",its donate from user with id = 721,545
1722,f,722,t,"$1,924.63",its donate from user with id = 722,711
1723,f,723,t,"$6,849.46",its donate from user with id = 723,461
1724,f,724,t,"$1,492.64",its donate from user with id = 724,168
1725,f,725,t,"$7,338.44",its donate from user with id = 725,978
1726,f,726,t,"$6,151.78",its donate from user with id = 726,623
1727,f,727,t,"$6,113.66",its donate from user with id = 727,320
1728,f,728,t,"$3,050.15",its donate from user with id = 728,409
1729,f,729,t,"$1,824.96",its donate from user with id = 729,946
1730,f,730,t,"$5,085.57",its donate from user with id = 730,926
1731,f,731,t,"$3,181.02",its donate from user with id = 731,876
1732,f,732,t,"$6,739.54",its donate from user with id = 732,698
1733,f,733,t,"$5,640.89",its donate from user with id = 733,367
1734,f,734,t,"$6,001.06",its donate from user with id = 734,999
1735,f,735,t,"$7,469.74",its donate from user with id = 735,596
1736,f,736,t,"$8,771.98",its donate from user with id = 736,303
1737,f,737,t,"$7,443.61",its donate from user with id = 737,933
1738,f,738,t,"$5,373.63",its donate from user with id = 738,199
1739,f,739,t,"$2,019.78",its donate from user with id = 739,699
1740,f,740,t,"$2,549.00",its donate from user with id = 740,147
1741,f,741,t,"$8,394.39",its donate from user with id = 741,903
1742,f,742,t,"$3,412.63",its donate from user with id = 742,856
1743,f,743,t,"$9,978.12",its donate from user with id = 743,458
1744,f,744,t,"$1,582.73",its donate from user with id = 744,276
1745,f,745,t,"$8,153.43",its donate from user with id = 745,404
1746,f,746,t,"$5,882.37",its donate from user with id = 746,363
1747,f,747,t,"$1,921.31",its donate from user with id = 747,224
1748,f,748,t,"$1,009.52",its donate from user with id = 748,464
1749,f,749,t,"$3,749.88",its donate from user with id = 749,600
1750,f,750,t,"$6,860.42",its donate from user with id = 750,61
1751,f,751,t,"$1,418.07",its donate from user with id = 751,108
1752,f,752,t,"$5,351.23",its donate from user with id = 752,811
1753,f,753,t,"$8,524.85",its donate from user with id = 753,598
1754,f,754,t,"$7,873.38",its donate from user with id = 754,997
1755,f,755,t,"$2,200.63",its donate from user with id = 755,287
1756,f,756,t,"$3,622.10",its donate from user with id = 756,399
1757,f,757,t,"$8,304.91",its donate from user with id = 757,759
1758,f,758,t,"$6,084.08",its donate from user with id = 758,924
1759,f,759,t,"$1,910.36",its donate from user with id = 759,222
1760,f,760,t,"$1,566.53",its donate from user with id = 760,430
1761,f,761,t,"$7,072.54",its donate from user with id = 761,720
1762,f,762,t,"$4,779.85",its donate from user with id = 762,801
1763,f,763,t,$69.41,its donate from user with id = 763,898
1764,f,764,t,"$6,895.21",its donate from user with id = 764,710
1765,f,765,t,"$1,840.94",its donate from user with id = 765,386
1766,f,766,t,"$5,973.36",its donate from user with id = 766,219
1767,f,767,t,$570.33,its donate from user with id = 767,588
1768,f,768,t,"$7,025.93",its donate from user with id = 768,218
1769,f,769,t,"$8,795.78",its donate from user with id = 769,354
1770,f,770,t,"$7,447.55",its donate from user with id = 770,13
1771,f,771,t,"$1,059.44",its donate from user with id = 771,419
1772,f,772,t,"$7,088.59",its donate from user with id = 772,833
1773,f,773,t,"$8,028.36",its donate from user with id = 773,670
1774,f,774,t,"$4,062.95",its donate from user with id = 774,724
1775,f,775,t,"$1,405.41",its donate from user with id = 775,26
1776,f,776,t,"$8,454.30",its donate from user with id = 776,809
1777,f,777,t,"$9,401.79",its donate from user with id = 777,20
1778,f,778,t,"$1,819.26",its donate from user with id = 778,794
1779,f,779,t,"$2,973.99",its donate from user with id = 779,192
1780,f,780,t,"$6,860.58",its donate from user with id = 780,920
1781,f,781,t,"$7,455.33",its donate from user with id = 781,279
1782,f,782,t,"$4,140.77",its donate from user with id = 782,382
1783,f,783,t,"$5,805.91",its donate from user with id = 783,341
1784,f,784,t,"$6,049.33",its donate from user with id = 784,239
1785,f,785,t,"$9,815.43",its donate from user with id = 785,891
1786,f,786,t,"$3,791.25",its donate from user with id = 786,589
1787,f,787,t,"$1,375.49",its donate from user with id = 787,981
1788,f,788,t,"$3,051.71",its donate from user with id = 788,884
1789,f,789,t,"$7,533.99",its donate from user with id = 789,232
1790,f,790,t,"$9,276.77",its donate from user with id = 790,129
1791,f,791,t,"$9,615.78",its donate from user with id = 791,321
1792,f,792,t,"$7,288.27",its donate from user with id = 792,618
1793,f,793,t,$895.30,its donate from user with id = 793,958
1794,f,794,t,"$7,597.75",its donate from user with id = 794,446
1795,f,795,t,"$5,153.83",its donate from user with id = 795,810
1796,f,796,t,"$3,067.30",its donate from user with id = 796,395
1797,f,797,t,"$4,532.20",its donate from user with id = 797,954
1798,f,798,t,$324.35,its donate from user with id = 798,970
1799,f,799,t,"$9,292.74",its donate from user with id = 799,31
1800,f,800,t,"$2,970.23",its donate from user with id = 800,642
1801,f,801,t,"$6,011.88",its donate from user with id = 801,83
1802,f,802,t,"$1,965.21",its donate from user with id = 802,495
1803,f,803,t,"$8,611.56",its donate from user with id = 803,257
1804,f,804,t,$853.86,its donate from user with id = 804,751
1805,f,805,t,"$2,653.60",its donate from user with id = 805,904
1806,f,806,t,"$6,225.44",its donate from user with id = 806,132
1807,f,807,t,"$5,268.53",its donate from user with id = 807,595
1808,f,808,t,"$3,181.36",its donate from user with id = 808,535
1809,f,809,t,"$5,795.12",its donate from user with id = 809,563
1810,f,810,t,"$4,362.37",its donate from user with id = 810,774
1811,f,811,t,"$3,875.94",its donate from user with id = 811,635
1812,f,812,t,"$2,569.23",its donate from user with id = 812,136
1813,f,813,t,"$1,083.14",its donate from user with id = 813,740
1814,f,814,t,$994.44,its donate from user with id = 814,705
1815,f,815,t,$777.39,its donate from user with id = 815,654
1816,f,816,t,"$8,197.29",its donate from user with id = 816,947
1817,f,817,t,"$7,402.03",its donate from user with id = 817,649
1818,f,818,t,"$3,995.19",its donate from user with id = 818,792
1819,f,819,t,"$2,782.78",its donate from user with id = 819,474
1820,f,820,t,"$5,360.85",its donate from user with id = 820,471
1821,f,821,t,"$7,749.89",its donate from user with id = 821,171
1822,f,822,t,"$1,734.37",its donate from user with id = 822,235
1823,f,823,t,"$4,648.02",its donate from user with id = 823,240
1824,f,824,t,"$1,545.97",its donate from user with id = 824,887
1825,f,825,t,"$8,691.78",its donate from user with id = 825,784
1826,f,826,t,"$6,796.94",its donate from user with id = 826,680
1827,f,827,t,"$2,401.54",its donate from user with id = 827,814
1828,f,828,t,"$2,653.55",its donate from user with id = 828,899
1829,f,829,t,"$5,747.98",its donate from user with id = 829,547
1830,f,830,t,"$8,530.08",its donate from user with id = 830,137
1831,f,831,t,"$4,841.21",its donate from user with id = 831,781
1832,f,832,t,$529.66,its donate from user with id = 832,270
1833,f,833,t,"$3,173.91",its donate from user with id = 833,892
1834,f,834,t,"$4,076.11",its donate from user with id = 834,683
1835,f,835,t,"$7,610.92",its donate from user with id = 835,64
1836,f,836,t,"$4,838.95",its donate from user with id = 836,124
1837,f,837,t,"$2,367.48",its donate from user with id = 837,979
1838,f,838,t,"$7,729.33",its donate from user with id = 838,298
1839,f,839,t,"$5,825.93",its donate from user with id = 839,214
1840,f,840,t,"$5,900.57",its donate from user with id = 840,408
1841,f,841,t,"$8,236.98",its donate from user with id = 841,297
1842,f,842,t,"$1,573.30",its donate from user with id = 842,431
1843,f,843,t,"$5,641.63",its donate from user with id = 843,942
1844,f,844,t,"$5,424.88",its donate from user with id = 844,253
1845,f,845,t,"$1,223.66",its donate from user with id = 845,673
1846,f,846,t,$835.22,its donate from user with id = 846,543
1847,f,847,t,"$4,870.51",its donate from user with id = 847,916
1848,f,848,t,"$1,346.64",its donate from user with id = 848,813
1849,f,849,t,"$1,213.13",its donate from user with id = 849,5
1850,f,850,t,"$2,159.62",its donate from user with id = 850,879
1851,f,851,t,"$5,720.95",its donate from user with id = 851,95
1852,f,852,t,"$8,134.33",its donate from user with id = 852,602
1853,f,853,t,"$5,466.07",its donate from user with id = 853,152
1854,f,854,t,"$8,309.07",its donate from user with id = 854,636
1855,f,855,t,"$9,909.95",its donate from user with id = 855,325
1856,f,856,t,"$4,436.96",its donate from user with id = 856,825
1857,f,857,t,$103.45,its donate from user with id = 857,77
1858,f,858,t,"$1,129.95",its donate from user with id = 858,936
1859,f,859,t,"$7,547.49",its donate from user with id = 859,56
1860,f,860,t,"$4,304.26",its donate from user with id = 860,796
1861,f,861,t,"$8,641.91",its donate from user with id = 861,952
1862,f,862,t,"$9,537.17",its donate from user with id = 862,910
1863,f,863,t,$219.80,its donate from user with id = 863,194
1864,f,864,t,"$1,847.01",its donate from user with id = 864,732
1865,f,865,t,"$5,492.43",its donate from user with id = 865,505
1866,f,866,t,"$4,949.21",its donate from user with id = 866,121
1867,f,867,t,"$2,269.45",its donate from user with id = 867,566
1868,f,868,t,"$1,618.49",its donate from user with id = 868,407
1869,f,869,t,"$7,675.63",its donate from user with id = 869,278
1870,f,870,t,"$6,308.94",its donate from user with id = 870,528
1871,f,871,t,$25.09,its donate from user with id = 871,717
1872,f,872,t,"$7,753.79",its donate from user with id = 872,743
1873,f,873,t,"$3,454.72",its donate from user with id = 873,955
1874,f,874,t,"$1,546.34",its donate from user with id = 874,992
1875,f,875,t,"$2,375.25",its donate from user with id = 875,785
1876,f,876,t,"$1,150.86",its donate from user with id = 876,481
1877,f,877,t,"$6,377.57",its donate from user with id = 877,923
1878,f,878,t,"$1,956.02",its donate from user with id = 878,228
1879,f,879,t,"$5,361.78",its donate from user with id = 879,118
1880,f,880,t,"$8,903.10",its donate from user with id = 880,721
1881,f,881,t,"$1,188.29",its donate from user with id = 881,609
1882,f,882,t,"$5,288.28",its donate from user with id = 882,964
1883,f,883,t,"$3,860.36",its donate from user with id = 883,226
1884,f,884,t,"$4,736.80",its donate from user with id = 884,45
1885,f,885,t,"$7,243.09",its donate from user with id = 885,41
1886,f,886,t,"$2,813.16",its donate from user with id = 886,470
1887,f,887,t,"$7,061.02",its donate from user with id = 887,754
1888,f,888,t,"$9,230.22",its donate from user with id = 888,805
1889,f,889,t,$869.60,its donate from user with id = 889,100
1890,f,890,t,"$2,239.30",its donate from user with id = 890,396
1891,f,891,t,"$5,585.99",its donate from user with id = 891,30
1892,f,892,t,"$3,788.66",its donate from user with id = 892,957
1893,f,893,t,"$7,236.10",its donate from user with id = 893,634
1894,f,894,t,"$3,114.75",its donate from user with id = 894,739
1895,f,895,t,$716.55,its donate from user with id = 895,959
1896,f,896,t,"$7,231.44",its donate from user with id = 896,284
1897,f,897,t,$690.54,its donate from user with id = 897,835
1898,f,898,t,"$7,392.01",its donate from user with id = 898,564
1899,f,899,t,"$5,105.93",its donate from user with id = 899,151
1900,f,900,t,"$2,012.01",its donate from user with id = 900,921
1901,f,901,t,"$8,999.27",its donate from user with id = 901,963
1902,f,902,t,"$6,173.87",its donate from user with id = 902,236
1903,f,903,t,"$5,198.89",its donate from user with id = 903,142
1904,f,904,t,"$5,257.56",its donate from user with id = 904,980
1905,f,905,t,$234.57,its donate from user with id = 905,150
1906,f,906,t,"$5,701.42",its donate from user with id = 906,62
1907,f,907,t,"$7,116.63",its donate from user with id = 907,362
1908,f,908,t,"$8,977.14",its donate from user with id = 908,489
1909,f,909,t,"$2,341.41",its donate from user with id = 909,451
1910,f,910,t,$563.33,its donate from user with id = 910,186
1911,f,911,t,"$9,583.15",its donate from user with id = 911,423
